# L1 Build Simulation (Up to date)
# 530 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
71.821,220.685,-4.934,-0.04,4.934,0.345,-80.42,-0.022,80.42,-179.985,1.979,0.343,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.128e5,0,10.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.712e-4,NaN,NaN,NaN,NaN,1.98,13.42,984.733,339.431,0.5,0.931
72.321,218.223,-4.916,0.036,4.916,0.126,-81.395,-0.022,81.395,-179.985,1.919,0.12,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.12e5,0,10.989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.849e-4,NaN,NaN,NaN,NaN,1.919,13.436,985.022,339.441,0.5,0.931
72.821,215.761,-4.931,-0.031,4.931,0.256,-82.322,-0.021,82.322,-179.985,1.792,0.254,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.128e5,0,10.917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.79e-4,NaN,NaN,NaN,NaN,1.791,13.452,985.31,339.451,0.5,0.932
73.321,213.3,-4.916,0.03,4.916,0.064,-83.225,-0.021,83.225,-179.985,1.82,0.056,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.121e5,0,10.981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.717e-4,NaN,NaN,NaN,NaN,1.82,13.468,985.599,339.46,0.5,0.932
73.821,210.838,-4.93,-0.027,4.93,0.061,-84.128,-0.021,84.128,-179.985,1.793,0.055,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.128e5,0,10.917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.722e-4,NaN,NaN,NaN,NaN,1.793,13.484,985.888,339.47,0.5,0.932
74.321,208.378,-4.913,0.033,4.913,0.271,-84.991,-0.021,84.991,-179.986,1.658,0.269,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.121e5,0,10.989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.717e-4,NaN,NaN,NaN,NaN,1.658,13.5,986.177,339.48,0.5,0.932
74.735,206.345,-4.909,0.011,4.91,0.939,-85.758,-0.021,85.758,-179.986,2.047,0.939,-45,177.999,9.805,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.12e5,0,11.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.614e-4,NaN,NaN,NaN,NaN,2.129,13.516,986.465,339.489,0.414,0.932
75.235,203.885,-4.932,-0.046,4.932,0.279,-86.815,-0.021,86.815,-179.986,2.184,0.275,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.13e5,0,10.901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.877e-4,NaN,NaN,NaN,NaN,2.185,13.529,986.703,339.497,0.5,0.932
75.735,201.425,-4.909,0.046,4.909,0.19,-87.885,-0.021,87.885,-179.986,2.092,0.184,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.12e5,0,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.001e-4,NaN,NaN,NaN,NaN,2.092,13.545,986.992,339.507,0.5,0.933
76.235,198.965,-4.931,-0.044,4.931,0.137,-88.914,-0.021,88.914,-179.986,2.027,0.13,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.13e5,0,10.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.911e-4,NaN,NaN,NaN,NaN,2.027,13.561,987.281,339.517,0.5,0.933
76.735,196.507,-4.902,0.059,4.902,0.524,-89.863,-0.021,89.863,-179.987,1.767,0.521,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.118e5,0,11.029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.882e-4,NaN,NaN,NaN,NaN,1.767,13.577,987.569,339.526,0.5,0.933
77.163,194.403,-4.922,-0.049,4.923,0.643,-90.679,-0.021,90.679,-179.987,2.041,0.641,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.127e5,0,10.917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.674e-4,NaN,NaN,NaN,NaN,2.089,13.593,987.857,339.536,0.428,0.933
77.46,192.946,-4.908,0.047,4.911,0.802,-91.249,-0.021,91.249,-179.987,1.804,0.8,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.123e5,0,11.037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.885e-4,NaN,NaN,NaN,NaN,1.642,13.606,988.104,339.544,0.296,0.933
77.846,191.045,-4.924,-0.04,4.924,0.055,-91.943,-0.021,91.943,-179.987,1.789,0.039,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.128e5,0,10.904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.705e-4,NaN,NaN,NaN,NaN,1.785,13.616,988.275,339.55,0.387,0.933
78.346,188.587,-4.909,0.028,4.909,0.318,-92.798,-0.021,92.798,-179.987,1.631,0.317,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.123e5,0,10.985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.709e-4,NaN,NaN,NaN,NaN,1.631,13.628,988.498,339.558,0.5,0.933
78.846,186.129,-4.923,-0.026,4.923,0.295,-93.65,-0.021,93.65,-179.987,1.777,0.294,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.129e5,0,10.923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.594e-4,NaN,NaN,NaN,NaN,1.778,13.644,988.786,339.567,0.5,0.933
79.346,183.672,-4.906,0.034,4.906,0.445,-94.594,-0.021,94.594,-179.987,1.999,0.443,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.122e5,0,10.997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7e-4,NaN,NaN,NaN,NaN,1.999,13.66,989.075,339.577,0.5,0.934
79.757,181.658,-4.91,-0.011,4.911,0.774,-95.35,-0.021,95.35,-179.988,1.681,0.774,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.124e5,0,10.969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.839e-4,NaN,NaN,NaN,NaN,1.612,13.676,989.363,339.587,0.41,0.934
80.065,180.146,-4.912,-0.006,4.913,0.559,-95.894,-0.021,95.894,-179.988,1.854,0.559,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.126e5,0,10.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.626e-4,NaN,NaN,NaN,NaN,1.962,13.689,989.599,339.595,0.308,0.934
80.565,177.69,-4.912,-2.981e-4,4.912,0.504,-96.884,-0.021,96.884,-179.988,2.106,0.504,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.126e5,0,10.962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.741e-4,NaN,NaN,NaN,NaN,2.106,13.699,989.776,339.601,0.5,0.934
81.065,175.233,-4.917,-0.01,4.917,0.119,-97.921,-0.021,97.922,-179.988,2.046,0.119,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.128e5,0,10.938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.924e-4,NaN,NaN,NaN,NaN,2.046,13.715,990.064,339.61,0.5,0.934
81.565,172.78,-4.897,0.039,4.897,0.748,-98.851,-0.021,98.851,-179.988,1.673,0.747,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.12e5,0,11.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.884e-4,NaN,NaN,NaN,NaN,1.674,13.731,990.352,339.62,0.5,0.934
81.989,170.698,-4.921,-0.055,4.921,0.433,-99.599,-0.021,99.599,-179.988,1.855,0.429,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.131e5,0,10.897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.609e-4,NaN,NaN,NaN,NaN,1.889,13.747,990.64,339.63,0.424,0.934
82.489,168.242,-4.904,0.034,4.904,0.263,-100.559,-0.021,100.559,-179.988,1.985,0.261,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.124e5,0,10.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.75e-4,NaN,NaN,NaN,NaN,1.986,13.76,990.884,339.638,0.5,0.935
82.989,165.788,-4.915,-0.023,4.915,0.484,-101.491,-0.02,101.491,-179.988,1.743,0.484,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.129e5,0,10.935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.827e-4,NaN,NaN,NaN,NaN,1.743,13.776,991.172,339.647,0.5,0.935
83.354,163.996,-4.896,0.053,4.897,0.884,-102.187,-0.02,102.187,-179.989,2.066,0.883,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.122e5,0,11.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.671e-4,NaN,NaN,NaN,NaN,2.184,13.792,991.46,339.657,0.365,0.935
83.786,161.877,-4.923,-0.062,4.923,0.076,-103.083,-0.02,103.083,-179.989,2.085,0.044,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.133e5,0,10.879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.88e-4,NaN,NaN,NaN,NaN,2.088,13.804,991.67,339.664,0.432,0.935
84.286,159.423,-4.89,0.064,4.89,0.596,-104.052,-0.02,104.052,-179.989,1.789,0.592,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.015,2.119e5,0,11.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.917e-4,NaN,NaN,NaN,NaN,1.79,13.818,991.919,339.672,0.5,0.935
84.673,157.527,-4.912,-0.055,4.912,0.696,-104.796,-0.02,104.796,-179.989,2.057,0.694,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.129e5,0,10.914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.678e-4,NaN,NaN,NaN,NaN,2.137,13.834,992.207,339.682,0.387,0.935
85.111,155.374,-4.908,0.009,4.908,0.186,-105.68,-0.02,105.68,-179.989,1.976,0.186,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.128e5,0,10.959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.887e-4,NaN,NaN,NaN,NaN,1.965,13.846,992.429,339.69,0.439,0.935
85.611,152.919,-4.911,-0.006,4.911,0.013,-106.667,-0.02,106.667,-179.989,1.97,0.011,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.129e5,0,10.941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.824e-4,NaN,NaN,NaN,NaN,1.97,13.86,992.682,339.698,0.5,0.935
86.111,150.467,-4.898,0.026,4.898,0.592,-107.725,-0.02,107.725,-179.989,2.266,0.591,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.124e5,0,10.997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.823e-4,NaN,NaN,NaN,NaN,2.266,13.876,992.97,339.708,0.5,0.936
86.427,148.922,-4.895,0.008,4.899,0.993,-108.391,-0.02,108.391,-179.989,1.952,0.993,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.125e5,0,11.013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.036e-4,NaN,NaN,NaN,NaN,1.77,13.892,993.257,339.717,0.316,0.936
86.872,146.739,-4.916,-0.046,4.916,0.29,-109.231,-0.02,109.231,-179.989,1.825,0.286,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.132e5,0,10.901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.796e-4,NaN,NaN,NaN,NaN,1.809,13.902,993.438,339.724,0.445,0.936
87.372,144.285,-4.898,0.035,4.898,0.153,-110.162,-0.02,110.162,-179.99,1.899,0.149,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.125e5,0,10.988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.725e-4,NaN,NaN,NaN,NaN,1.899,13.916,993.694,339.732,0.5,0.936
87.872,141.834,-4.905,-0.013,4.905,0.639,-111.192,-0.02,111.192,-179.99,2.218,0.639,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.128e5,0,10.957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.761e-4,NaN,NaN,NaN,NaN,2.219,13.932,993.982,339.742,0.5,0.936
88.372,139.382,-4.905,6.051e-4,4.905,0.346,-112.258,-0.02,112.258,-179.99,2.045,0.346,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.129e5,0,10.955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.004e-4,NaN,NaN,NaN,NaN,2.046,13.948,994.27,339.751,0.5,0.936
88.872,136.931,-4.898,0.014,4.898,0.601,-113.205,-0.02,113.205,-179.99,1.745,0.601,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.126e5,0,10.984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.872e-4,NaN,NaN,NaN,NaN,1.746,13.964,994.557,339.761,0.5,0.936
89.292,134.871,-4.903,-0.012,4.903,0.588,-113.991,-0.02,113.991,-179.99,1.992,0.588,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.129e5,0,10.954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.656e-4,NaN,NaN,NaN,NaN,2.039,13.98,994.845,339.771,0.42,0.936
89.789,132.434,-4.905,-0.004,4.905,0.258,-114.949,-0.02,114.949,-179.99,1.864,0.258,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.13e5,0,10.947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.831e-4,NaN,NaN,NaN,NaN,1.863,13.993,995.086,339.779,0.497,0.937
90.289,129.982,-4.903,0.003,4.903,0.01,-115.88,-0.02,115.88,-179.99,1.859,0.01,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.13e5,0,10.951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.742e-4,NaN,NaN,NaN,NaN,1.859,14.009,995.372,339.788,0.5,0.937
90.789,127.531,-4.9,0.007,4.9,0.378,-116.762,-0.02,116.762,-179.99,1.67,0.378,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.129e5,0,10.964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.738e-4,NaN,NaN,NaN,NaN,1.67,14.025,995.66,339.798,0.5,0.937
91.289,125.081,-4.902,-0.003,4.902,0.404,-117.647,-0.02,117.647,-179.99,1.872,0.404,-45,177.999,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.13e5,0,10.954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.609e-4,NaN,NaN,NaN,NaN,1.872,14.041,995.947,339.808,0.5,0.937
91.789,122.63,-4.902,-0.001,4.902,0.162,-118.563,-0.02,118.563,-179.991,1.791,0.162,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.13e5,0,10.948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.745e-4,NaN,NaN,NaN,NaN,1.791,14.057,996.234,339.817,0.5,0.937
92.289,120.18,-4.898,0.008,4.898,0.328,-119.499,-0.02,119.499,-179.991,1.955,0.328,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.129e5,0,10.963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.69e-4,NaN,NaN,NaN,NaN,1.955,14.073,996.522,339.827,0.5,0.938
92.789,117.731,-4.898,0.001,4.898,0.492,-120.538,-0.019,120.538,-179.991,2.201,0.492,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.129e5,0,10.963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8e-4,NaN,NaN,NaN,NaN,2.201,14.089,996.809,339.837,0.5,0.938
93.289,115.28,-4.903,-0.011,4.903,0.101,-121.626,-0.019,121.626,-179.991,2.151,0.1,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.132e5,0,10.936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.984e-4,NaN,NaN,NaN,NaN,2.151,14.105,997.096,339.846,0.5,0.938
93.789,112.831,-4.895,0.017,4.895,0.292,-122.738,-0.019,122.738,-179.991,2.296,0.292,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.129e5,0,10.972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.95e-4,NaN,NaN,NaN,NaN,2.296,14.121,997.384,339.856,0.5,0.938
94.289,110.382,-4.901,-0.012,4.901,0.373,-123.839,-0.019,123.839,-179.991,2.11,0.373,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.132e5,0,10.942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.058e-4,NaN,NaN,NaN,NaN,2.11,14.137,997.671,339.866,0.5,0.938
94.789,107.933,-4.896,0.01,4.896,0.236,-124.924,-0.019,124.924,-179.991,2.228,0.236,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.13e5,0,10.963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.917e-4,NaN,NaN,NaN,NaN,2.228,14.153,997.958,339.875,0.5,0.938
95.289,105.485,-4.898,-0.005,4.898,0.327,-125.997,-0.019,125.997,-179.991,2.064,0.327,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.132e5,0,10.948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.004e-4,NaN,NaN,NaN,NaN,2.065,14.168,998.246,339.885,0.5,0.938
95.789,103.036,-4.897,0.002,4.897,0.004,-127.029,-0.019,127.029,-179.991,2.066,0.003,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.131e5,0,10.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.88e-4,NaN,NaN,NaN,NaN,2.066,14.184,998.533,339.895,0.5,0.939
96.289,100.588,-4.894,0.006,4.894,0.33,-128.021,-0.019,128.021,-179.991,1.901,0.33,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.131e5,0,10.961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.881e-4,NaN,NaN,NaN,NaN,1.901,14.2,998.82,339.904,0.5,0.939
96.789,98.14,-4.899,-0.008,4.899,0.109,-128.985,-0.019,128.985,-179.992,1.955,0.108,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.133e5,0,10.939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.759e-4,NaN,NaN,NaN,NaN,1.955,14.216,999.107,339.914,0.5,0.939
97.289,95.692,-4.892,0.014,4.892,0.264,-129.93,-0.019,129.93,-179.992,1.823,0.263,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.13e5,0,10.967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.801e-4,NaN,NaN,NaN,NaN,1.824,14.232,999.394,339.924,0.5,0.939
97.789,93.245,-4.897,-0.011,4.897,0.267,-130.875,-0.019,130.875,-179.992,1.957,0.267,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.133e5,0,10.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.703e-4,NaN,NaN,NaN,NaN,1.957,14.248,999.681,339.933,0.5,0.939
98.289,90.799,-4.885,0.025,4.885,0.545,-131.921,-0.019,131.921,-179.992,2.229,0.545,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.128e5,0,10.993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.801e-4,NaN,NaN,NaN,NaN,2.228,14.264,999.968,339.943,0.5,0.939
98.789,88.352,-4.902,-0.034,4.902,0.284,-133.001,-0.019,133.001,-179.992,2.088,0.282,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.136e5,0,10.915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.996e-4,NaN,NaN,NaN,NaN,2.089,14.28,1000.255,339.952,0.5,0.939
99.289,85.906,-4.886,0.032,4.886,0.067,-134.037,-0.019,134.037,-179.992,2.059,0.059,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.129e5,0,10.984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.902e-4,NaN,NaN,NaN,NaN,2.059,14.296,1000.542,339.962,0.5,0.94
